"id","n","tipo"
"Esguerra, Nicolás",1,"Persona"
"Esopo",3,"Persona"
"Esparbès, Georges d'",1,"Persona"
"Espartaco",2,"Persona"
"Espino, Miguel Ángel",1,"Persona"
"Espinosa",1,"Persona"
"Espinosa Guzmán, Rafael",34,"Persona"
"Espinosa, Roberto",1,"Persona"
"Esquivel Obregón, Toribio",1,"Persona"
"Esse-Hernández, Alfonso",2,"Persona"
"Estévez, José Mouriño",1,"Persona"
"Estrada Paniagua, Felipe",1,"Persona"
"Euse Sánchez, Arturo",9,"Persona"
"Eusse Sánchez, Arturo",1,"Persona"
"Ever",1,"Persona"
"Ewers, Hanns Heinz",1,"Persona"
"F. B.",6,"Persona"
"F. de la Barra",1,"Persona"
"F. R. San Pedro",1,"Persona"
"F.R.V.",1,"Persona"
"Fabio",1,"Persona"
"Fábrega, Pedro",1,"Persona"
"Facio Lince, José María",2,"Persona"
"Facio, Justo A.",3,"Persona"
"Faguet, Émile",2,"Persona"
"Fajardo, Avelino",1,"Persona"
"Fallón, Diego",2,"Persona"
"Fanny",1,"Persona"
"Farrington, Robert M.",1,"Persona"
"Fastenrath, Johannes",2,"Persona"
"Fátima",4,"Persona"
"Febres Cordero, Tulio",4,"Persona"
"Fernández Amador, Juan",1,"Persona"
"Fernández Avendaño, Enrique Wenceslao",20,"Persona"
"Fernández Botero, Eduardo",3,"Persona"
"Fernández Bremón, José",3,"Persona"
"Fernández Flórez, Wenceslao",1,"Persona"
"Fernández García, Alejandro",7,"Persona"
"Fernández Grilo, Antonio",3,"Persona"
"Fernández Guardia, Ricardo",1,"Persona"
"Fernández Morales, Juanita",5,"Persona"
"Fernández Ríos, Ovidio",1,"Persona"
"Fernández Villegas, Francisco",1,"Persona"
"Fernández, Juan B.",1,"Persona"
"Fernández, Luis",1,"Persona"
"Fernández, Manuel María",2,"Persona"
"Fernández, Rafael César",1,"Persona"
"Ferragut, Jean",1,"Persona"
"Ferrari, Emilio",1,"Persona"
"Ferrer Escobar, Jesús",8,"Persona"
"Ferrer L., Eduardo",1,"Persona"
"Ferrer, Jesús",4,"Persona"
"Ferrer, Marco A.",2,"Persona"
"Ferrero, Guglielmo",2,"Persona"
"Fervier, Luis",3,"Persona"
"Feuillet, Octave",2,"Persona"
"Féval, Paul",2,"Persona"
"Filisteo",1,"Persona"
"Finlayson, Clarence",1,"Persona"
"Fischer, Léopold de",7,"Persona"
"Fitzmaurice-Kelly, James",2,"Persona"
"Flaubert, Gustave",1,"Persona"
"Fletcher Espinosa, Georgina",3,"Persona"
"Fleuriot-Kerinou, Francis",1,"Persona"
"Flores Bermúdez, R.",2,"Persona"
"Flórez Álvarez, Ester",3,"Persona"
"Flórez Fernandez, Paz",1,"Persona"
"Flórez Galindo, Federico",1,"Persona"
"Flórez, Julio",23,"Persona"
"Flórez, Nicolás",4,"Persona"
"Foleÿ, Charles",1,"Persona"
"Folgore, Luciano",1,"Persona"
"Folleett Jameson, Helen",1,"Persona"
"Forero, Guillermo",2,"Persona"
"Forest, Louis",1,"Persona"
"Forge, E. de",1,"Persona"
"Fornaguera, Miguel",1,"Persona"
"Fort, Paul",16,"Persona"
"Fouan-Dabeaux, Robert",1,"Persona"
"Fourrière, Eugène",2,"Persona"
"Fradique",7,"Persona"
"France, Anatole",3,"Persona"
"Francés, José",1,"Persona"
"Francisco Bruno",1,"Persona"
"Francisco, Julio de",8,"Persona"
"Francisco, Ricardo de",1,"Persona"
"Franco, Enrique",1,"Persona"
"Franco, Horacio",42,"Persona"
"Frau Marsal, Lorenzo",5,"Persona"
"Frederic, Harold",1,"Persona"
"Frontaura, Carlos",1,"Persona"
"Fry, Edward",1,"Persona"
"Fuentes, Ángel",1,"Persona"
"Fuentes, Eduardo",1,"Persona"
"Fx. B.",1,"Persona"
"G.",1,"Persona"
"G. A.",1,"Persona"
"G. de. B.",1,"Persona"
"G. E. C.",1,"Persona"
"G. M.",1,"Persona"
"G. M. S.",1,"Persona"
"G. P. T.",3,"Persona"
"Gabriac, Alexis de",1,"Persona"
"Gabriel y Galán, José María",1,"Persona"
"Gaitán O., Gustavo",4,"Persona"
"Galán, Julio",1,"Persona"
"Galindo, Aníbal",1,"Persona"
"Galindo, Beatriz",1,"Persona"
"Galindo, Marco Aurelio",1,"Persona"
"Gallego, Romualdo",14,"Persona"
"Gallegos, Rómulo",2,"Persona"
"Gallegos, Salvador",1,"Persona"
"Gálvez Barrenechea, José",1,"Persona"
"Gálvez, Manuel",1,"Persona"
"Gamboa, Francisco Antonio",1,"Persona"
"Gamboa, Isaías",1,"Persona"
"Gamboa, Mateo",2,"Persona"
"Gamoneda, Erasmo",2,"Persona"
"Ganivet, Ángel",1,"Persona"
"Garavito Armero, Julio",2,"Persona"
"Garay Díaz, Narciso",1,"Persona"
"Garay, Epifanio",4,"Persona"
"Garcés, Enrique",3,"Persona"
"Garcés, Leopoldo",2,"Persona"
"García Calderón, Francisco",5,"Persona"
"García Calvo, Federico",1,"Persona"
"García Carraffa, Arturo",1,"Persona"
"García de la Barga y Gómez de la Serna, Andrés",1,"Persona"
"García Herreros, Manuel",32,"Persona"
"García Jove, Joaquín",1,"Persona"
"García Lorca, Federico",12,"Persona"
"García Mérou, Martín",1,"Persona"
"García Morales, Pedro",8,"Persona"
"García Ortiz, Laureano",4,"Persona"
"García Rico, Francisco",1,"Persona"
"García Sanchiz, Federico",1,"Persona"
"García Sierra, Miguel",1,"Persona"
"García Valencia, Julio César",1,"Persona"
"García Zamudio, Nicolás",1,"Persona"
"García, A.",2,"Persona"
"García, Evaristo",1,"Persona"
"García, Juan Agustín",1,"Persona"
"García, Juan Crisóstomo",1,"Persona"
"García, Juan Manuel",1,"Persona"
"García, Octavio",1,"Persona"
"Gardiner, Alfred George",10,"Persona"
"Garrido Merino, Edgardo",1,"Persona"
"Gartner de la Cuesta, Jorge",3,"Persona"
"Gartner, Fabio",2,"Persona"
"Gartner, Hugo",1,"Persona"
"Gaspar de la Noche",2,"Persona"
"Gautier",1,"Persona"
"Gautier, Judith",3,"Persona"
"Gautier, Théophile",1,"Persona"
"Gaviria Arango, Enrique",1,"Persona"
"Gaviria Echavarría, Nicolás",2,"Persona"
"Gaviria Isaza, Henrique",3,"Persona"
"Gaviria, José A.",6,"Persona"
"Gaviria, Luis M.",1,"Persona"
"Gebhart, Émile",1,"Persona"
"Gener, Pompeyo",1,"Persona"
"Genta de Lockhart, Estrella",2,"Persona"
"Gerbasi, Vicente",12,"Persona"
"Gerin, Gabriel",1,"Persona"
"Gervais, Paul",5,"Persona"
"Gide, André",4,"Persona"
"Gil Fortoul, José",1,"Persona"
"Gil Madrigal, Gil Juvenal",1,"Persona"
"Gil Sánchez, Alberto",1,"Persona"
"Gil, Constantino",2,"Persona"
"Gil, P.P.",1,"Persona"
"Gil, Ricardo",1,"Persona"
"Gil, Rivero",20,"Persona"
"Gilder, Richard Watson",1,"Persona"
"Gill, Charles",2,"Persona"
"Giraldo, Francisco",1,"Persona"
"Giraud, Victor",1,"Persona"
"Girón, Lázaro María",1,"Persona"
"Godoy Alcayaga, Lucila",9,"Persona"
"Goenaga, Florentino",6,"Persona"
"Goenaga, José Manuel",1,"Persona"
"Goethe, Johann Wolfgang von",2,"Persona"
"Gómez",1,"Persona"
"Gómez Barrientos, Estanislao",24,"Persona"
"Gómez Bravo, Vicente",1,"Persona"
"Gómez Carrillo, Enrique",10,"Persona"
"Gómez Corena, Pedro",1,"Persona"
"Gómez de Baquero, Eduardo",3,"Persona"
"Gómez de Castro, Julio",9,"Persona"
"Gómez de la Serna, Ramón",5,"Persona"
"Gómez E., Bernardo",2,"Persona"
"Gómez Escobar, Francisco",38,"Persona"
"Gómez H., Berta",1,"Persona"
"Gómez Henao, Graciela",8,"Persona"
"Gómez Jaime de Abadía, Herminia",4,"Persona"
"Gómez Jaime, Alfredo",10,"Persona"
"Gómez Jaramillo, Ignacio",5,"Persona"
"Gómez Martínez, Carlos",1,"Persona"
"Gómez Martínez, Fernando",3,"Persona"
"Gómez Naranjo, Abelardo",2,"Persona"
"Gómez R., José J.",3,"Persona"
"Gómez Restrepo, Antonio",24,"Persona"
"Gómez Rodeles, Cecilio",1,"Persona"
"Gómez, Alfonso Javier",1,"Persona"
"Gómez, Angélica",4,"Persona"
"Gómez, Bernardo",1,"Persona"
"Gómez, Bernardo E.",1,"Persona"
"Gómez, Carlos E.",9,"Persona"
"Gómez, Enrique",1,"Persona"
"Gómez, Isabel",1,"Persona"
"Gómez, Jacobo",13,"Persona"
"Gómez, Jaime Alfredo",1,"Persona"
"Gómez, Javier Alfonso",1,"Persona"
"Gómez, Juan Nepomuceno",2,"Persona"
"Gómez, Lucas",1,"Persona"
"Gómez, Obdulio",1,"Persona"
"Gómez, Pedro Nel",2,"Persona"
"Gómez, Plinio",1,"Persona"
"Gomperz, Theodor",3,"Persona"
"Gonzaga Urbina, Luis",3,"Persona"
"González Arrili, Bernardo",1,"Persona"
"González Barrero, Rafael",2,"Persona"
"González Blanco, Andrés",12,"Persona"
"González Blanco, Pedro",1,"Persona"
"González Borrero, Manuel",1,"Persona"
"González Fiol, Enrique",3,"Persona"
"González G., Ángela",2,"Persona"
"González G., D.",3,"Persona"
"González Gómez, José Ignacio",1,"Persona"
"González Gómez, José María",2,"Persona"
"González González, Margarita",1,"Persona"
"González Martínez, Enrique",5,"Persona"
"González Martínez, Manuel",1,"Persona"
"González Obregón, Luis",1,"Persona"
"González Ochoa, Fernando",9,"Persona"
"González Posada, Adolfo",2,"Persona"
"González Serrano, Urbano",2,"Persona"
"González Suárez, Federico",1,"Persona"
"González Tapia, Julieta",1,"Persona"
"González Torres, A.",1,"Persona"
"González Vélez, Ernesto María",8,"Persona"
"González y Fernández, Anastasio Anselmo",1,"Persona"
"González, Domitila",3,"Persona"
"González, José Ignacio",1,"Persona"
"González, Juan José",1,"Persona"
"Goovaerts, Agustín",4,"Persona"
"Gorki, Maksim",2,"Persona"
"Gourmont, Remy de",11,"Persona"
"Goya, Antonio",1,"Persona"
"Goyau, Georges",1,"Persona"
"Graa, Gertrud",2,"Persona"
"Graf, Arturo",2,"Persona"
"Gramont, Luciano",1,"Persona"
"Grant, Allen",2,"Persona"
"Gras y Elías, Francisco",1,"Persona"
"Grégory, Pedro N.",1,"Persona"
"Greiff, Carlos de",1,"Persona"
"Greiff, Jorge de",5,"Persona"
"Greiff, León de",50,"Persona"
"Greiff, Luis de",92,"Persona"
"Greiff, Otto de",12,"Persona"
"Greiffenstein A., Luz",1,"Persona"
"Greiffenstein, Ricardo",1,"Persona"
"Gremil, Manuel",1,"Persona"
"Grillo, Maximiliano",133,"Persona"
"Groot, José Manuel",1,"Persona"
"Grün, A.",1,"Persona"
"Guaraya y Lezema, Antonio",1,"Persona"
"Guardia, Ernesto de la",1,"Persona"
"Guarín, David",2,"Persona"
"Güell, Joaquín M.",7,"Persona"
"Guérin, Charles",1,"Persona"
"Guérin, Maurice de",2,"Persona"
"Guerra Azuola, Ramón",6,"Persona"
"Guerra, Martín",12,"Persona"
"Guerrero, José Enrique",1,"Persona"
"Guerrero, Rafael",1,"Persona"
"Guerrini, Olindo",2,"Persona"
"Guillén, Alberto",8,"Persona"
"Gumucio, Adulfo de",1,"Persona"
"Gunnar Hede",1,"Persona"
"Gutiérrez",2,"Persona"
"Gutiérrez B., Germán",1,"Persona"
"Gutiérrez Calderón, Teodoro",2,"Persona"
"Gutiérrez de Alba, José María",2,"Persona"
"Gutiérrez González, Gregorio",2,"Persona"
"Gutiérrez J., Guillermo",1,"Persona"
"Gutiérrez Nájera, Manuel",1,"Persona"
"Gutiérrez Ponce, Ignacio",1,"Persona"
"Gutiérrez Robledo, Julio",1,"Persona"
"Gutiérrez Samper, M.",3,"Persona"
"Gutiérrez y Gutiérrez, Francisco Antonio",1,"Persona"
"Gutiérrez, Benigno A.",2,"Persona"
"Gutiérrez, Felipe Santiago",1,"Persona"
"Gutiérrez, Luis",6,"Persona"
"Gutiérrez, Ricardo",1,"Persona"
"Gutiérrez, Vicente",1,"Persona"
"Guyau, Jean-Marie",1,"Persona"
"Guzmán Esponda, Eduardo",2,"Persona"
"Guzmán, César Coronado",1,"Persona"
"Guzmán, Julio Alfredo de",1,"Persona"
"Hafis",1,"Persona"
"Hagopian, Yervant",1,"Persona"
"Haraucourt, Edmond",1,"Persona"
"Harding, Earl",2,"Persona"
"Hardy, Arthur Sherburne",1,"Persona"
"Harinas, Juancho",1,"Persona"
"Haring, Clarence Henry",1,"Persona"
"Haro, Eduardo",2,"Persona"
"Hawthorne, Nathaniel",2,"Persona"
"Haynes, Edmund Sidney Pollock",1,"Persona"
"Heaford, William",3,"Persona"
"Hearn, Lafcadio",4,"Persona"
"Heine, Heinrich",10,"Persona"
"Henao, Federico Carlos",16,"Persona"
"Henao, Januario",9,"Persona"
"Henderson, James",2,"Persona"
"Hephel",2,"Persona"
"Heredia Márquez, Francisco de",4,"Persona"
"Heredia, José-Maria de",15,"Persona"
"Herman, B. A.",1,"Persona"
"Hermant, Abel",1,"Persona"
"Hernández Catá, Alfonso",3,"Persona"
"Hernández Mesa, Mauro",3,"Persona"
"Hernández O., Blas",1,"Persona"
"Hernández y Lesmes, Guillermo",1,"Persona"
"Hernández, Luis María",1,"Persona"
"Hernández, Manuel A.",1,"Persona"
"Herrán, Francisco J.",1,"Persona"
"Herrán, Pablo Emilio",1,"Persona"
"Herrera y Reissig, Julio",6,"Persona"
"Herrera, Adán",1,"Persona"
"Herrera, Benjamín",1,"Persona"
"Herrera, Flavio",1,"Persona"
"Herrera, Luis Alberto de",4,"Persona"
"Herzig, George",35,"Persona"
"Hibbard Kemp, Harry",1,"Persona"
"Hidalgo Lara, Tomás",2,"Persona"
"Hinestroza Daza, Ricardo",7,"Persona"
"Hispania",14,"Persona"
"Hoffmann, Ernst Theodor Amadeus",1,"Persona"
"Holden, Norman",2,"Persona"
"Holguín Caro, Hernando",3,"Persona"
"Holguín de Lavalle, Jorge",1,"Persona"
"Holguín, Andrés",17,"Persona"
"Holguín, Jorge",8,"Persona"
"Hopper, James",3,"Persona"
"Horacio Flaco, Quinto",8,"Persona"
"Houssaye, Arséne",1,"Persona"
"Hoyos y Vinent, Antonio de",1,"Persona"
"Hoyos, Eduardo A.",1,"Persona"
"Hoyos, Sebastián",1,"Persona"
"Hoz, J. D. de la",1,"Persona"
"Hudson, William Henry",3,"Persona"
"Huertos, Luis G.",1,"Persona"
"Hughes, Spencer Leight",1,"Persona"
"Hugo, Victor",10,"Persona"
"Hume, David",1,"Persona"
"Hume, Ethel Douglas",1,"Persona"
"Hunt, Violet",1,"Persona"
"Hurtado Martínez, Alejandro",1,"Persona"
"Huysmans, Joris-Karl",1,"Persona"
"I.G.P.",1,"Persona"
"Ibáñez, Jaime",27,"Persona"
"Ibáñez, Pedro María",12,"Persona"
"Ibarbourou, Juana de",5,"Persona"
"Ibarra S., Sergio",1,"Persona"
"Ibsen, Henrik",1,"Persona"
"Icaza, Francisco A. de",3,"Persona"
"Iglesias de la Casa, José",1,"Persona"
"Iglesias, Augusto",1,"Persona"
"Imendia, Carlos Arturo",2,"Persona"
"Ingenieros, José",4,"Persona"
"Irazábal, Joaquín Santiago de",1,"Persona"
"Iregui, Antonio José",1,"Persona"
"Isaacs, Jorge",7,"Persona"
"Isaacs, Lisímaco",1,"Persona"
"Isama",1,"Persona"
"Isaza Botero, Carlos",1,"Persona"
"Isaza Botero, Teodomiro",6,"Persona"
"Isaza de Jaramillo Meza, Blanca",10,"Persona"
"Isaza Jaramillo, Teodomiro",2,"Persona"
"Isaza Moreno, Alfonso",1,"Persona"
"Isaza Moreno, Juan",1,"Persona"
"Isaza, Fernando",2,"Persona"
"Isaza, Horacio",3,"Persona"
"J.",1,"Persona"
"J. C. G.",1,"Persona"
"J. Gustave",2,"Persona"
"J. I. R.",1,"Persona"
"J. J. B.",1,"Persona"
"J. R. O.",1,"Persona"
"J.A.Z.",1,"Persona"
"J.C.R.",1,"Persona"
"Jackson Veyán, José",1,"Persona"
"Jaloux, Edmond",1,"Persona"
"Jammes, Francis",3,"Persona"
"Jaramillo Ángel, Ana",1,"Persona"
"Jaramillo Arango, Bernardo",2,"Persona"
"Jaramillo Arango, Manuel José",1,"Persona"
"Jaramillo Arango, R.",1,"Persona"
"Jaramillo Arango, Rafael",7,"Persona"
"Jaramillo Arango, Roberto",5,"Persona"
"Jaramillo Arbeláez, Delio",2,"Persona"
"Jaramillo Barrientos, Guillermo",1,"Persona"
"Jaramillo Córdoba, Federico",2,"Persona"
"Jaramillo G., Hernando",2,"Persona"
"Jaramillo Gaitán, Uva",8,"Persona"
"Jaramillo González, Guillermo",3,"Persona"
"Jaramillo J., Pascual",1,"Persona"
"Jaramillo Jaramillo, Germán",1,"Persona"
"Jaramillo M., J.",1,"Persona"
"Jaramillo M., J. Arturo",2,"Persona"
"Jaramillo M., Luis E.",1,"Persona"
"Jaramillo Madariaga, G.",2,"Persona"
"Jaramillo Medina, Francisco",20,"Persona"
"Jaramillo Meza, Juan Bautista",9,"Persona"
"Jaramillo MTZ, José María",1,"Persona"
"Jaramillo P., Escipión",5,"Persona"
"Jaramillo T., Rafael",1,"Persona"
"Jaramillo Vélez, Guillermo",4,"Persona"
"Jaramillo, Adán",10,"Persona"
"Jaramillo, Arturo",6,"Persona"
"Jaramillo, Bernardo",12,"Persona"
"Jaramillo, Carlos A.",1,"Persona"
"Jaramillo, Emilio",6,"Persona"
"Jaramillo, Enrique",1,"Persona"
"Jaramillo, Guillermo",6,"Persona"
"Jaramillo, Joaquín Emilio",1,"Persona"
"Jaramillo, Manuel José",3,"Persona"
"Jaramillo, Roberto",1,"Persona"
"Jardiel, Mario",1,"Persona"
"Jarnés, Benjamín",1,"Persona"
"Jarque, Aurora L. de",12,"Persona"
"Jaspe Franco, Generoso Conrado",1,"Persona"
"Jerar, Edmundo",2,"Persona"
"Jérez, Armando",2,"Persona"
"Jeunesse, Ernest La",1,"Persona"
"Jiménez de la Espada, Marcos",2,"Persona"
"Jiménez de Pertuz, Julia",5,"Persona"
"Jiménez Jaramillo, J.",2,"Persona"
"Jiménez López, Miguel",4,"Persona"
"Jiménez Oreamuno, Ricardo",2,"Persona"
"Jiménez Suárez, Tobías",2,"Persona"
"Jiménez T., Rafael",2,"Persona"
"Jiménez Trujillo, Manuel",4,"Persona"
"Jiménez, Juan Ramón",7,"Persona"
"Jiménez, Marco T.",1,"Persona"
"Jinesta, Carlos",1,"Persona"
"Jocelym",1,"Persona"
"Johns, A. J.",2,"Persona"
"Jolicler, Étienne",1,"Persona"
"Jorge",2,"Persona"
"Jota y Efe",3,"Persona"
"Joubert, Joseph",1,"Persona"
"Joufrez, Lila de",1,"Persona"
"Jouy, Victor Joseph Étienne de",1,"Persona"
"Juan Manuel",1,"Persona"
"Juárez García, Benito Pablo",1,"Persona"
"Jugo Ramírez, Diego",1,"Persona"
"Junqueiro, Guerra",2,"Persona"
"Kālidāsa",3,"Persona"
"Kaminsky-Halpérine, Ilya",1,"Persona"
"Kant, Immanuel",1,"Persona"
"Karr, Carmen",1,"Persona"
"Kempis",1,"Persona"
"Kerr, Aida",1,"Persona"
"Khayyam, Omar",3,"Persona"
"Kipling, Rudyard",4,"Persona"
"Kohler, Joseph",1,"Persona"
"Kranile, Izé",2,"Persona"
"L'Enclos, Anne de",1,"Persona"
"L'Heureux, Marcel",1,"Persona"
"L.",1,"Persona"
"L. E.",1,"Persona"
"L. F. P.",1,"Persona"
"L. M.",1,"Persona"
"L. R.",1,"Persona"
"La Actualidad de Barcelona",1,"Persona"
"La Época",1,"Persona"
"La Fontaine, Henri-Marie",1,"Persona"
"La Lectura de Madrid",1,"Persona"
"La legación peruana en la Gran Bretaña",2,"Persona"
"La Linterna",1,"Persona"
"La Nación (Barranquilla)",1,"Persona"
"Labre, Benoît-Joseph",1,"Persona"
"Lach, Henry",1,"Persona"
"Ladrón de Guevara, Teodoro",2,"Persona"
"Lagerlöf, Selma",1,"Persona"
"Lailut, Mara",1,"Persona"
"Lalinde, Manuel A.",48,"Persona"
"Lamartine, Alphonse de",3,"Persona"
"Lambert, Suzanne",1,"Persona"
"Lammasch, Heinrich",1,"Persona"
"Lang, Andrew",1,"Persona"
"Langlois, Gabriel",1,"Persona"
"Lapauze, Jeanne",1,"Persona"
"Lara Cortés, Gregorio",1,"Persona"
"Lara S.",2,"Persona"
"Larrazábal y Arrivillaga, Antonio de",1,"Persona"
"Larréguy de Civrieux, Louis Marie Sylvain Pierre",1,"Persona"
"Larreta, José de",1,"Persona"
"Larriva de Llona, Lastenia",1,"Persona"
"Lascarro, Leopoldo",1,"Persona"
"Latino",1,"Persona"
"Latorre, Francisco A.",3,"Persona"
"Latorre, Gabriel",17,"Persona"
"Latorre, Luis M.",1,"Persona"
"Latorre, R. M. de",1,"Persona"
"Lavedan, Henri",1,"Persona"
"Laverde Amaya, Isidoro",77,"Persona"
"Laverde Liévano, Manuel",1,"Persona"
"Lavigerie, Charles Martial",1,"Persona"
"Le Bas, Hedley F.",1,"Persona"
"Le Blond, M.",1,"Persona"
"Le Bon, Gustave",1,"Persona"
"Le Moyne, Arnaud Auguste Hilaire",3,"Persona"
"Le Semainier",1,"Persona"
"Le Temps",1,"Persona"
"Lébre",1,"Persona"
"Lebret",1,"Persona"
"Leconte de Lisle, Charles-Marie",3,"Persona"
"Lecuna, Vicente",4,"Persona"
"Legouvé, Ernest",1,"Persona"
"Leiva, Nicolás",1,"Persona"
"Lemaître, Jules",1,"Persona"
"Lemly, Henry Rowan",2,"Persona"
"León Gómez, Adolfo",16,"Persona"
"León, J. Eusebio",1,"Persona"
"León, Lino M. de",1,"Persona"
"León, Luis de",1,"Persona"
"León, Ricardo",2,"Persona"
"Leopardi, Giacomo",2,"Persona"
"Leroy-Beaulieu, Paul",1,"Persona"
"Level, Maurice",2,"Persona"
"Levillier, Roberto",1,"Persona"
"Lévine, V.",2,"Persona"
"Lewandowski, C.",1,"Persona"
"Leyva Pereira, Lisandro",1,"Persona"
"Liévano, Roberto",5,"Persona"
"Ligerot, Marguerite",1,"Persona"
"Ligouri, Alfonso Maria de",1,"Persona"
"Limantour, José Yves",1,"Persona"
"Limogez",1,"Persona"
"Linares, Antonio G. de",1,"Persona"
"Line, Mary",1,"Persona"
"Lino Sutil",1,"Persona"
"Lipparini, Giuseppe",1,"Persona"
"Lis Albo",1,"Persona"
"Lista, Alberto",1,"Persona"
"Lizardo, Pedro",1,"Persona"
"Llano Uribe, Manuel",1,"Persona"
"Llanos, Luis de",1,"Persona"
"Lleras A., Alfredo",2,"Persona"
"Lleras Codazzi, Ricardo",1,"Persona"
"Lleras Noriega",4,"Persona"
"Lleras, Enrique",1,"Persona"
"Llona, Numa Pompilio",2,"Persona"
"Loebel, Rosa Elena",1,"Persona"
"Lofey, Carlos",1,"Persona"
"Loiseau, G.",1,"Persona"
"Lombardo Radice, Giuseppe",1,"Persona"
"Lombroso, Gina",2,"Persona"
"Loncel, Jorge",1,"Persona"
"Londoño C., Ausberta",1,"Persona"
"Londoño Villegas, A.",1,"Persona"
"Londoño Villegas, Roberto",3,"Persona"
"Londoño, Asennett",1,"Persona"
"Londoño, Ismina",2,"Persona"
"Londoño, J. B.",1,"Persona"
"Londoño, Pedro P.",4,"Persona"
"Londoño, Víctor Manuel",42,"Persona"
"Longas, Horacio",3,"Persona"
"Longfellow, Henry Wadsworth",6,"Persona"
"Longo",1,"Persona"
"Lopera Berrío, Emilia",1,"Persona"
"López C., Ricardo",1,"Persona"
"López de Haro, Rafael",1,"Persona"
"López de Mesa, Luis",39,"Persona"
"López F., Germán",1,"Persona"
"López Gómez, Adel",32,"Persona"
"López Iriarte, E.",1,"Persona"
"López Lapuya, Isidoro",1,"Persona"
"López Penha, Abraham Zacarías",4,"Persona"
"López Restrepo, Alejandro",12,"Persona"
"López Restrepo, Libardo",9,"Persona"
"López Restrepo, María",10,"Persona"
"López Sanín, Jorge",11,"Persona"
"López y López, José",1,"Persona"
"López, Eduardo",1,"Persona"
"López, Ismael",43,"Persona"
"López, Luis Carlos",14,"Persona"
"López, Samuel",1,"Persona"
"Lorenzana Uribe, Fernán",1,"Persona"
"Lorenzana, Carlos",2,"Persona"
"Lorenzana, Máximo",1,"Persona"
"Lorrain, Jean",1,"Persona"
"Loti, Pierre",1,"Persona"
"Louis, Thomas",2,"Persona"
"Louÿs, Pierre",5,"Persona"
"Lovell, Mary Frances",2,"Persona"
"Lowell, Amy",1,"Persona"
"Lozada Díaz, Demetrio",1,"Persona"
"Lozano Garcés, Ramón",3,"Persona"
"Lozano y Lozano, Fabio",3,"Persona"
"Lozano y Lozano, Juan",9,"Persona"
"Lozano, Alberto",1,"Persona"
"Lt. P... P...",1,"Persona"
"Luerdosa",1,"Persona"
"Lugo, Silvio",1,"Persona"
"Lugones, Leopoldo",8,"Persona"
"Luis de Axum",6,"Persona"
"Luisi, Luisa",2,"Persona"
"Luisu",1,"Persona"
"Luneta, José",1,"Persona"
"Luz",1,"Persona"
"Luz Stella",3,"Persona"
"Lyly, Jhon",1,"Persona"
"Lysis",4,"Persona"
"M.",5,"Persona"
"M. A. del Río",1,"Persona"
"M. G. P.",1,"Persona"
"M. J. R.",1,"Persona"
"M. S.",1,"Persona"
"M. y M.",1,"Persona"
"M.V.L",1,"Persona"
"M.V.O",1,"Persona"
"Mac Douall, Roberto",2,"Persona"
"Macdonald, R. George",1,"Persona"
"Machado de Assis, Joaquim María",1,"Persona"
"Machado, Gonzalo",1,"Persona"
"Machado, Lia",2,"Persona"
"Machado, Manuel",5,"Persona"
"Machado, Mariana",1,"Persona"
"Macia, Carlos",1,"Persona"
"MacLaren Cobban, James",1,"Persona"
"Madaline, Juan",1,"Persona"
"Madama Azul",1,"Persona"
"Madame de Lys",1,"Persona"
"Madrid, Gerardo",1,"Persona"
"Maeterlinck, A.",1,"Persona"
"Maeterlinck, Maurice",6,"Persona"
"Maeztu, Ramiro de",2,"Persona"
"Magallanes Moure, Manuel",1,"Persona"
"Magrassi, Alejandro",2,"Persona"
"Maizeroy, René",2,"Persona"
"Majocch, María P.",1,"Persona"
"Malagrida, Luis de",1,"Persona"
"Mallarino, Julio D.",1,"Persona"
"Mallarmé, Stéphane",2,"Persona"
"Mancio, A.",1,"Persona"
"Mandolini, Hernani",1,"Persona"
"Manrique Terán, Guillermo",6,"Persona"
"Manrique, Jorge",1,"Persona"
"Manrique, Juan E.",1,"Persona"
"Manrique, Pedro Carlos",1,"Persona"
"Mantegazza, Paolo",3,"Persona"
"Mantilla, Víctor G.",1,"Persona"
"Mar, Leonte del",1,"Persona"
"Maragall, Juan",3,"Persona"
"Marañón, Gregório",1,"Persona"
"Marco Aurelio",1,"Persona"
"María Enriqueta",2,"Persona"
"Mariela",1,"Persona"
"Marín, Abel",20,"Persona"
"Marinetti, Filippo Tommaso",1,"Persona"
"Marmaduke",1,"Persona"
"Márquez Bravo, Tomás",20,"Persona"
"Márquez Cuervo, Carlos",1,"Persona"
"Márquez Liévano, Ernestina",4,"Persona"
"Marquina, Eduardo",5,"Persona"
"Marquina, Pedro",1,"Persona"
"Marquina, Rafael",1,"Persona"
"Marroquín, José Manuel",13,"Persona"
"Marry, Julio",1,"Persona"
"Marta",2,"Persona"
"Martel, Edmundo",3,"Persona"
"Martel, L.",1,"Persona"
"Martí, José",1,"Persona"
"Martín Mateos, Nicomedes",1,"Persona"
"Martín, José",1,"Persona"
"Martínez Delgado, Luis",2,"Persona"
"Martínez E., Luis",1,"Persona"
"Martínez Lozano, Joaquín",1,"Persona"
"Martínez Mutis, Aurelio",1,"Persona"
"Martínez Riestra, Ceferino",1,"Persona"
"Martínez Rivas, Federico",1,"Persona"
"Martínez Ruiz, José",13,"Persona"
